Indus ID,SITE Name,TCU,MCU,Total Nos. GSM,Total Nos.M/w
IN-1250448,NANDORE,No,Yes,26,7
IN-1244162,Pirangut--Ghotwade Road,No,Yes,9,5
IN-1378176,Dhananjay Sutar Colony,No,No,3,1
IN-1240539,Dhanwade ,No,Yes,16,14
IN-1260447,Renapur,No,No,15,7
IN-1053926,NPERNEM_IDU,Yes,Yes*3,26,13
IN-1101771,Margao Industrial Estate,No,Yes,36,13
IN-1296477,RAMDARA ROADBAZAR MALA,No,No,12,2
IN-1024343,LONI,Yes,Yes*2,19,25
IN-1847255,Jogeshwari Nagar,No,No,4,1
IN-3001126,SHEMALI,No,No,3,1
IN-3000547,Shikshak Nagar,No,No,4,1
IN-1273319,Kaudgaon,No,Yes,9,2
IN-1100949,5333,No,No,21,9
IN-1106047,0,No,No,14,6
IN-3130467,PUN5386,No,No,3,1
IN-1066470,NIMGUL_ODU,No,No,19,11
IN-1106011,Nanivali,No,No,11,6
IN-1093381,MR.NILESH PATIL PLOT ,No,Yes,21,8
IN-3153563,Somalwada,Yes,No,3,1
IN-1091916,Mundavaregaon,No,No,24,7
IN-1275800,shirur-Pritam ngr,No,No,22,7
IN-1054486,GONDGEBLD_ODU ( Polytecnic Collage ),No,Yes,20,5
IN-1976855,Malwadi,No,No,3,1
IN-1122404,Vaijali,No,No,15,6
IN-1305456,Bagmala Petrol Pump,No,Yes,9,1
IN-1052368,NALIBAUG3_ODU,No,No,16,4
IN-1248112,PALSHI ZASI,No,No,14,5
IN-1052564,Gheradi_Odu,No,Yes,21,5
IN-1232436,5691,No,Yes,14,2
IN-1301412,Site858,No,No,6,2
IN-1347685,NIAGOAN KOLIWADA,No,No,8,2
IN-1301391,Site804,No,No,8,2
IN-1299839,Site 986_Prathmesh Nagar,No,No,3,1
IN-1117808,Sakhare,No,No,11,5
IN-1093626,MR.PANKAJ MADHUKAR Plot ,No,No,13,4
IN-1250783,Varkute Kh.,No,No,20,3
IN-1086195,BHAMREWADI_ODF,No,No,17,4
IN-1052351,UMERGA_ODU,Yes,No,26,3
IN-1280078,PATHURDAKH_INDS,No,No,16,4
IN-1066338,khelmali,No,No,25,11
IN-1053075,TUNKIBKGBT_ODU,No,No,26,6
IN-1281242,Relocation of Vasadi (Alewadi)_USO,No,No,10,5
IN-1055340,UMERGA_ODU,No,No,27,4
IN-1232438,4923,No,No,15,10
IN-1101914,MEDSHI,No,No,13,6
IN-1257924,Koyali Tarf Chakan,No,No,16,5
IN-1052354,WALCHANDNAGAR_ODU,No,No,15,9
IN-1053029,SONAND_ODU,No,No,16,9
IN-1025182,AMBAP,No,No,5,4
IN-1055649,WATHAR_ODU,No,No,13,5
IN-1436651,Kajal Mobile,No,No,3,1
IN-1092262,Jakekur,Yes,No,11,3
IN-1599359,Rajur,No,No,3,1
IN-1125967,VARANGADE,No,Yes,21,4
IN-1066612,Shigaongbt_Odu,No,No,12,6
IN-1024398,MALEGAON1,No,No,9,8
IN-1053103,VARVATBAKAL_IDU,No,Yes,27,19
IN-3128370,Relocation Of  MA3540,No,No,3,1
IN-1266555,Jeur,No,No,23,9
IN-1053238,SARAVALIDHNU_IDU,No,Yes*2,12,9
IN-1298259,Talegaon Station,No,No,7,4
IN-1054568,CHARULATA_IDU,No,No,11,10
IN-1054592,EKLHTARARANI_ODU,No,Yes,10,10
IN-1308968,Ambewadi,Yes,No,12,7
IN-1835208,KHAREWALLI VILLAGE ,No,No,3,1
IN-3002816,WADGAON,No,No,3,1
IN-1095082,Sulewadi,No,No,19,8
IN-1069777,KOSBAD,No,Yes,16,8
IN-1370501,Trimurti chowk post office,No,No,3,1
IN-1495024,Maruti temple,No,No,4,1
IN-1323510,Ayodhya Nagri,No,No,13,4
IN-1250529,Balad Kh.,No,No,8,3
IN-1250633,Farkande,No,No,12,4
IN-1091900,Bhatkheda,No,No,16,7
IN-1093332,Mr.Deepak  Fagraya Rakhote Plot ,No,No,9,7
IN-1066282,JAMBUD_ODU,No,No,24,7
IN-1259025,Shubham Apt,No,No,15,4
IN-1278024,Main MarketWarud,No,No,13,5
IN-1091799,Mahapole,No,No,30,13
IN-1053071,TONDGNRPTR_ODU,No,Yes,16,13
IN-1053245,USGAONMRFVALEY_IDU,Yes,No,10,11
IN-1025400,HARNESHWAR CLININC,Yes,No,15,11
IN-1283212,Malwadi,No,Yes,15,14
IN-1093088,Mr.Rahmat Khan Daulat Khan Plot ,No,No,14,5
IN-1354959,THQ BULDHANA 1,No,No,3,1
IN-1273369,Nababpur,No,No,12,8
IN-1066666,Vasagbt,No,No,14,7
IN-1052224,EBHANKRPHATA_IDU,No,No,15,3
IN-1092127,AKOLA BAJAR,No,No,13,11
IN-1355502,Fenix Process Technologies Pvt. Ltd,No,No,6,1
IN-3133548,Adarsh Nagar,No,No,3,1
IN-1024987,ABDULLAT,No,No,15,5
IN-1269917,Terwad,No,No,18,7
IN-1055561,NNANDANIGADI_ODU,No,No,11,3
IN-1053312,NCHIPRI_IDU,No,No,14,5
IN-1275981,Gaudi Gali Geeta Nagar,Yes,No,13,1
IN-1382919,Godutai vidi garkul,No,No,3,1
IN-3000516,RAGHAVENDRA NAGAR- GARKUL ,No,No,4,1
IN-1093245,MR.ARUN LAXMAN SINDA PLOT ,Yes,Yes,14,4
IN-1243271,Mangali (Chauras),No,No,11,4
IN-1052563,GHATANJISBI_IDU,No,No,19,4
IN-1254018,Shindi,No,No,21,6
IN-1078445,Nagalwadi,No,No,17,7
IN-1231688,MANY11,No,No,14,2
IN-1295402,Salunke High School,No,No,19,4
IN-1093290,Chas,No,No,7,3
IN-1125518,Winwal,No,No,10,4
IN-1302336,Sunflag ,No,No,15,6
IN-1091821,Dhongargaon,No,No,20,6
IN-1053391,KARANDI_ODU,No,No,18,8
IN-1024474,Aragvillg,No,No,14,6
IN-1053422,NLINGNURGBT_ODU,Yes,Yes,14,8
IN-1378206,Samta Nagar,No,No,4,1
IN-1326709,SGGS COLLEGE,No,Yes,13,5
IN-1095035,TAKWIKI,No,No,6,3
IN-1023986,BODHWAD,No,No,13,4
IN-1066358,KURADHIKH_ODU,Yes,No,20,11
IN-1253520,JAMNEERPURA(RELOCATION),No,No,22,4
IN-1053284,BARSHITAKL2_IDU,No,No,20,10
IN-1052844,Nhavra,Yes,No,14,9
IN-3003433,Tambewadi,No,No,3,1
IN-1249658,SAKHARE,No,No,16,10
IN-1100852,Kurze,No,No,16,11
IN-1071099,ALMALA_ODU,No,No,15,10
IN-1052960,NSAKEGAON_IDU,Yes,No,23,7
IN-1237585,kalamsare,No,No,20,6
IN-1053542,NNERIDIGAR_ODU,Yes,No,27,10
IN-1025265,PATTAN KODOLI,No,No,6,1
IN-1052759,MANGAONGBT_ODU,No,No,14,6
IN-1324372,Relocation 3827,Yes,No,18,9
IN-1237567,SENDURWAFA,No,No,26,8
IN-1053118,VISAPUR_ODU,No,No,21,7
IN-1238505,DINDORI-3,No,No,25,6
IN-1301633,Bramanshahi Wai,No,No,13,4
IN-1055607,Sakharwadi_Odu,No,No,13,4
IN-1075180,Bhandarkawthe Sugar Factory,No,No,10,3
IN-1274732,Tumsar,No,No,29,5
IN-1053639,Warthi - 1 (waghmare plot),No,No,19,7
IN-1365380,Sai Colony Tumsar,No,No,9,2
IN-1055475,Kasbemauli_Idu,No,No,14,2
IN-1099307,Tide,No,No,16,2
IN-1052764,MATERWADI_IDU,No,No,21,11
IN-1024185,KATOL3,No,No,15,13
IN-1054659,MTRRANGAHATI_ODM,No,No,14,2
IN-1055615,SELUGURUKRIP_ODM,Yes,Yes,14,11
IN-1055627,SHIRPURSIKNDAR_ODU,No,No,12,2
IN-1025008,Lonand,No,No,12,6
IN-1268308,Sawitri hospital,No,No,20,4
IN-1242140,LAKHAMAPUR_NEW(GAON),No,No,24,4
IN-1066496,PALKHEDGBT_ODU,No,No,22,9
IN-1024566,SATONA BK - VODAFONE,No,No,10,4
IN-1301846,Site865,No,No,12,2
IN-1239766,Arsoli,No,No,11,3
IN-1055420,Rahullodge_Odu,No,No,13,4
IN-1303771,Relocation of Katol Railway Station (KTOL07),No,No,12,2
IN-1053017,NSHIRPURTUKA_ODU,No,Yes,15,8
IN-1052690,Kolewadi,No,No,17,6
IN-1269930,Loni kalbhor malemala,No,No,17,6
IN-1306866,Shahi Masjid (Site1475),No,No,6,1
IN-1052688,Koge_Odu,No,No,13,6
IN-1053053,Ntamgaon_Odu,No,No,22,4
IN-1284913,Near Shree Shahu Udyan,Yes,No,17,2
IN-1258652,ADGAON,No,No,15,9
IN-1024366,NARDANA,No,No,9,4
IN-1241636,ARTHE BK,No,Yes,16,10
IN-1071218,CHUNCHALE,No,No,15,3
IN-1071288,GANPUR,No,No,15,7
IN-1131816,PAITHAN FILLIN,No,No,12,3
IN-1236116,CANPACK,No,No,19,3
IN-1238805,RANJANGAON FILLIN,No,Yes,15,2
IN-1266585,Padmale,No,No,12,2
IN-1253825,Karnal,No,No,21,6
IN-1066310,KARVAND_ODU,No,No,21,4
IN-1238707,Sahyadrinagar,No,Yes,18,7
IN-1240528,Loni Kalbhor Near MIT,No,No,22,6
IN-1052868,Padegaon_Odu,No,No,17,5
IN-1266512,Nimblak,Yes,No,13,6
IN-1092112,GONDHANAPUR,No,No,18,6
IN-1095141,WASADI BK.,Yes,No,18,8
IN-1052578,NGUHAGBT_IDU,No,Yes,22,13
IN-1052316,PRAVARASHUGAR,No,No,20,15
IN-1024100,Bhandarkawthe,No,No,10,1
IN-1025012,Wai,No,No,7,9
IN-1075323,Umadi,Yes,No,13,8
IN-1092312,Kati,No,No,13,4
IN-1269992,Sanaswadigaon,No,No,14,7
IN-1052851,NIMGAON MAHALUNGE,No,No,19,8
IN-1053907,RANJANGAORPT_IDU,Yes,No,10,11
IN-1117142,Khrhadi,No,No,13,5
IN-1069849,KUNJKHEDA,No,No,26,10
IN-1236992,KASABKHEDA,No,No,21,6
IN-1115379,Rail,No,No,13,4
IN-1274538,Kannad 2,No,No,21,7
IN-1257774,Shafepur,No,No,12,4
IN-1092786,DAHIWAD,No,No,16,6
IN-1024397,RISOD,No,No,16,11
IN-1255920,Shinagikhamba (Kawatha),No,No,16,6
IN-1295600,Ranjangaon Tol Naka,No,No,21,4
IN-1054500,Hupmalibldg_Idu,No,No,21,4
IN-1024384,Wakuli,Yes,No,22,11
IN-1320476,Hotel Baywatch Resort,No,No,9,5
IN-1258369,Abhishek Industries,No,No,15,5
IN-1053900,NAMPURGBT_IDU,Yes,Yes*2,25,13
IN-1024156,MULHER,No,No,10,2
IN-1280083,ANTAPUR,No,No,19,2
IN-1085610,ASHTUR,No,No,13,4
IN-1269938,Ner BSNL Office,No,No,12,2
IN-1269937,Tuljapur Canal,No,No,24,2
IN-1092252,Keshegaon,No,No,12,7
IN-1284946,Jai hari nagar,No,No,19,3
IN-1053481,Khaparkheda (GBT),No,No,20,4
IN-1077747,TAKALI PR DHERE,No,No,21,7
IN-1374555,Kagal Nipani Ves,No,No,9,2
IN-1053751,DEOLISTOP_IDU,Yes,No,25,6
IN-1066294,KALMADU_ODF,No,No,20,7
IN-1102592,Sanswadi-2,No,No,16,4
IN-1277024,DAPOLI 1,No,No,17,7
IN-1024385,Dapoli,No,No,23,10
IN-1086282,TARODA,No,No,20,6
IN-1066657,UNDRI_ODU - AIRTEL,No,Yes,21,7
IN-1093086,Kothali,No,No,10,5
IN-1319974,Carmona _Now,No,No,3,0
IN-1239754,Petshivani,No,No,20,13
IN-1052627,Kagalchougale_Odu,No,No,16,4
IN-1052718,Nlimb_Odu,No,No,15,4
IN-1338063,RelocationMH4968,No,No,15,2
IN-1092176,Pimpalgaon_MIDC,Yes,No,22,9
IN-1052237,CHDHEDAS_ODM,No,No,19,2
IN-1242939,KHAMKHEDE,No,No,14,5
IN-1092313,Dongargaon,No,No,10,5
IN-1263144,Nevasa Kh.(Rural),No,No,20,3
IN-1262908,ESONAISIVAJI,No,No,12,1
IN-1281162,Valan,No,No,13,5
IN-1300583,KHIRDI_2,No,No,10,4
IN-1350081,Dream Sanklap,No,No,13,3
IN-1052366,ALEGAON_ODU,No,No,21,8
IN-1092440,Wagholi_Osmanabad,No,No,22,9
IN-1066699,Yelurkrd_Odu,No,No,22,8
IN-1052686,Nkochi_Odu,No,No,16,4
IN-1305491,Site1647_WARNA DUDH,Yes,No,10,3
IN-1055415,Nbhadolebhad_Idu,No,Yes,12,1
IN-1093585,Pochamma Galli,No,No,20,9
IN-1250098,Radde ,No,No,13,5
IN-1066280,Jalalkheda,No,No,12,7
IN-1053064,NTEMBHURKHED_ODU,No,No,21,6
IN-1268096,MANJRI,No,No,21,3
IN-1280076,TALEGAONJLN_INDS,No,No,14,6
IN-1091790,BOREGAON ARJ,No,No,21,14
IN-1069842,KHAMGAON - VODAFONE,No,No,20,9
IN-1284127,kasapuri,No,No,19,6
IN-1093078,Sonyal,Yes,No,16,10
IN-1053498,NEWASAPHATA_ODM,Yes,No,24,21
IN-1066678,WADOAZAR_ODU,No,No,18,6
IN-1092364,Deori-II,No,No,29,7
IN-1100196,Padoli,Yes,No,13,6
IN-1270355,Shiroda,No,No,20,3
IN-1117064,Kond,Yes,Yes,20,10
IN-1055512,NMNVATBARHTE_ODU,No,No,12,4
IN-1270701,WARUD,No,No,18,7
IN-1053437,Ektanagar_Idu,No,No,21,5
IN-1052811,MUKTAINSUNIL_IDU,No,No,20,4
IN-1055487,Kolad_Odu,Yes,No,27,4
IN-1126299,NEAR BALAPUR FORT (Balapur FL),No,No,34,11
IN-1052687,Nkodal_Odu,No,No,13,6
IN-1236464,ekurga,No,No,12,6
IN-1248199,Kaddora,No,No,9,3
IN-1270582,YAWAL 2,No,No,15,3
IN-1252258,SUBHASH CHAUK,No,No,17,2
IN-1276198,Sane guruji,No,No,13,4
IN-1094401,BELURA BK,No,No,9,5
IN-1251174,HANIWAL,No,No,18,8
IN-1237376,NARAYANGAON,No,No,13,3
IN-1100842,Tondgaon,No,No,21,9
IN-1052854,NIMGAONSAWA_ODU,No,No,21,3
IN-1066675,WDGNKSMIBEG_ODF (Kashimbe) ,No,Yes,20,9
IN-1271352,GMRT Housing colony,No,Yes,14,6
IN-1126516,Bill Care(Rajguru 07),No,Yes,16,11
IN-1053922,PATUR_ODU,No,No,26,8
IN-1278019,Wadegaon2,No,No,14,4
IN-1276522,Jeur Kumbhari,No,Yes,18,6
IN-1279489,MARKETYARD YEOLA,No,No,17,3
IN-1052749,Malgaongbt_Idu,Yes,No,15,7
IN-1055502,Malgaonrtt_Odu,Yes,No,12,0
IN-1053082,Udgaongbt_Odu,Yes,No,12,7
IN-1055625,Shirolfactory_Idu,No,No,17,6
IN-1388127,BrahminGalli_BSC34WKP_4G,No,No,9,2
IN-1232406,Walwa,No,No,19,6
IN-1388691,Palus,No,No,6,1
IN-1069325,Indapur 2,No,No,10,12
IN-1293215,Pandurang Phadtare Chowk,No,No,10,3
IN-1285685,LOHGAONROAD_INDS,Yes,No,16,4
IN-1277938,MUDKHED,No,No,15,5
IN-1052598,HIWARKHED_ODU,No,No,22,10
IN-1066491,Pal_Odu,No,No,12,3
IN-1093534,Mr . Dhondiram  Pandurang Pawar          ,No,No,12,4
IN-1130026,CRPFTALEGAON,No,No,29,8
IN-1070030,NIVGHA,No,No,25,11
IN-1240406,Sai Plaza,No,No,20,8
IN-1281161,Bhaktarpur,No,No,10,2
IN-1053629,WADJEE_ODU,No,No,23,11
IN-1266586,Krantinagar,No,No,17,7
IN-1338570,KBL Fillin,No,No,9,4
IN-1052624,Kadgaon_Odu,No,No,15,8
IN-1091908,Inchanal,No,No,22,8
IN-1052439,Bhadgaon_Odu,No,Yes,18,6
IN-1052615,Jarali_Odu,Yes,No,18,17
IN-1055554,MULGOEL_IDU,No,No,29,11
IN-1303504,Site1116 MUL,No,No,16,3
IN-1250083,AKHATWADI,No,No,15,3
IN-1052412,BALAMTAKLI,No,No,21,3
IN-1255170,Gadhe Jalgaon,No,No,15,7
IN-1133423,WARZADI,No,No,16,3
IN-1093090,Daribadachi,No,No,15,8
IN-1071176,Baj_Odf,No,No,8,6
IN-1307557,Site315_Jat GBT New,No,No,15,5
IN-1052501,NDAHIWAD_ODU,No,No,19,7
IN-1053894,MUDKHED_ODU,Yes,No,16,9
IN-1121496,BHOKAR,No,No,10,4
IN-1072979,BHADGNBAJAR_ODU,No,No,19,6
IN-1054316,AUSA_IDU,No,No,9,5
IN-1066331,Kharola_Odu,No,No,17,10
IN-1025118,Nalegaon,No,No,8,2
IN-1271343,Morshi,No,No,15,4
IN-1097393,ASEGAON,No,No,14,8
IN-1295312,Mangrulpir3,No,No,20,4
IN-1266313,Ankalkhop Gbt,No,Yes,11,4
IN-1092420,Belwade Kh ,No,No,18,4
IN-1053532,Nagothane_Odu,Yes,No,28,7
IN-1052258,Eipclplant_Idu,No,No,10,4
IN-1252263,Juni Basti,No,No,17,4
IN-1276462,Savatha Chowk/Morshi,No,No,18,3
IN-1025163,MURTIZAPUR 2 ,No,No,20,11
IN-1055497,Mahadmuktai Bldg_Odu,No,No,7,1
IN-1052675,NKHARDI_IDU,No,No,18,6
IN-1092242,BHAKSHI,No,No,21,8
IN-1071086,AJMIR_ODU,No,No,16,7
IN-1278293,Leelawati Greens-Talegaon,No,No,16,4
IN-1278293,Leelawati Greens-Talegaon,No,No,16,4
IN-1053712,Sanguem,No,Yes,27,12
IN-1024601,Quepem Welcome Resturant,No,No,17,3
IN-1055544,Mtrrhmatpur_Odm,Yes,No,23,4
IN-1279219,Ajanta Caves,No,No,14,1
IN-1052539,NDONGARGAON_IDU,No,Yes,15,3
IN-1253745,SURANGALI,No,No,13,2
IN-1282391,Ashta New,No,No,15,3
IN-1296072,Krushna Ngar,No,Yes,21,4
IN-1024166,BARHALI,No,No,22,10
IN-1072982,Birwadi_Odu,No,No,20,12
IN-1243273,Naur,No ,No,22,5
IN-1250551,MALUNJE BK.,Yes,No,15,8
IN-1296485,Belapur Bk,No,No,23,3
IN-1055413,BELAPUR,Yes,No,18,5
IN-1053074,Tung_Odu,No,Yes,16,11
IN-1070041,DAPKA GUNDOPANT,No,No,10,5
IN-1106058,YEVATI,No,No,8,2
IN-1066628,NTAKLIBHAN,Yes,No,19,4
IN-1121464,MUKHED,Yes,No,9,14
IN-1055538,MUKHEDPATIL_ODM,No,Yes,25,5
IN-1052453,BHOKARGBT_ODU,No,No,16,7
IN-1280636,Bicholim MIDC cow,No,No,10,7
IN-1295163,NEAR SANJAVANI HOSPITAL,No,No,18,2
IN-1084349,Carmbolim,No,No,23,4
IN-1301583,Site1272_Sendurwafa,No,No,15,5
IN-1025217,Walivade,No,No,21,5
IN-1093543,Mr. Shubedar Bhau Bhoshle Plot ,No,No,15,7
IN-1070003,Madilge Bk,No,No,6,2
IN-1117642,NGORAMBEGBT1,No,No,22,3
IN-1284909,Belavale Bk,No,No,12,2
IN-1054190,Girijahosptl_Odu,No,No,9,2
IN-1241231,Tapowan,No,No,22,4
IN-1232417,Nvairaggbt1,No,No,22,7
IN-1281569,Relocation of Danwad_USO,No,No,15,6
IN-1071246,Dindivali_Odu,No,No,15,2
IN-1091902,Ganeshwari,No,No,23,7
IN-1052547,NDUDPEDGAON_IDU,No,No,24,10
IN-1281503,Relocation of Malavadi_USO,Yes,No,16,4
IN-1066361,Kurul 1_Odu,No,No,22,8
IN-1239377,Dharur Chowk,No,No,19,5
IN-1093037,Mr.Rajeshre Madke Plot ,No,No,18,5
IN-1253241,Pahadi Pargaon,No,No,16,2
IN-1078374,Kaij PED,No,No,27,9
IN-1052550,EKHATAPUR_ODU,No,No,18,9
IN-1053125,Wadegaonsla_Odu,No,No,16,4
IN-1071087,Akola_Odu,No,Yes,18,5
IN-1024242,Tarsa,No,No,6,1
IN-1024351,Aroli,No,No,14,11
IN-1066396,MANAPWASTI,No,No,15,5
IN-1053597,SHETPHALGADHE_ODU,No,No,22,6
IN-1301583,Site1272_Sendurwafa,No,No,15,5
IN-1071189,BHARAJBK_ODU,No,No,19,4
IN-1237389,PURNA2,Yes,No,22,4
IN-1271683,Isapur,No,No,21,3
IN-1281662,Hudi Kh,No,No,10,3
IN-1052992,Selkeplot_Odu,No,No,13,9
IN-1052825,NANDED_ODU,No,No,16,10
IN-1052458,Nbidalgbt_Odu,No,No,19,13
IN-1282423,Kurkumbh MIDC,Yes,No,21,5
IN-1282423,Kurkumbh MIDC,Yes,No,21,5
IN-1124796,EDAUNDRIL,No,No,17,4
IN-1281745,Hira Court Lake Area,No,No,16,3
IN-1278475,Daund-Pansrewasti,No,No,15,4
IN-1132327,Ramraj,No,No,13,3
IN-1281740,SELU BK,No,No,15,2
IN-1053008,Shiradwad_Odu,Yes,No,23,5
IN-1055604,Nrukadirtt_Odu,No,No,14,3
IN-1093279,Mr.Vasant Rao Kashinath Sawant  Plot ,No,No,18,7
IN-1052995,NSHEDGAON_ODU,Yes,No,18,9
IN-1329876,Relocation of Jejuri mandir paitha (JRJI04),No,No,10,4
IN-1304223,Site1372 TEKADI PARSIVANI,No,No,13,2
IN-1025213,Sangola 2,No,No,7,0
IN-1053350,ADWADGBT_ODU,Yes,No,13,8
IN-1082864,Malegaon Shivnagar,No,No,26,9
IN-1268366,WATHAR STATION BUS STAND,No,No,12,1
IN-1260253,Kalvade,No,No,18,9
IN-1086202,DHABHA GBT,No,No,24,8
IN-1276008,Nandgaon,No,No,12,4
IN-1106033,0,No,No,25,7
IN-1052991,SAYYEDPIMPARI_ODU,No,No,21,5
IN-1055634,NUGAON_ODU,No,No,13,4
IN-1306863,Site1498_narkhed,No,No,6,2
IN-1053225,EPALASE_IDU,No,Yes,14,7
IN-1282176,Kurgavdi,No,No,12,4
IN-1024958,SURYODAY SINNER,No,No,21,3
IN-1053052,Tambve,No,Yes,17,6
IN-1092130,Shivare,No,No,31,7
IN-1092190,RAJURI_RPTR,No,No,19,11
IN-1055535,NMTRKORGRTT_ODM,No,Yes,24,6
IN-1052978,Nsatararoad_Odu,No,No,12,11
IN-1052549,KINGAON RAJA,No,Yes,21,7
IN-1269006,HIVRAGHAVAN,No,No,15,3
IN-1052530,Dhokbabulgaon_Odu,No,No,21,14
IN-1053531,NAGBHID_IDU,No,No,13,13
IN-1248147,Hingani Budruk,No,No,13,5
IN-1053633,WALGAON_IDU,Yes,No,27,5
IN-1053028,SONAMBE,No,No,19,8
IN-1242148,SHIVADE,No,No,17,2
IN-1124494,Mehboob Bldg Sawner,Yes,No,17,8
IN-1279251,Shivaji College Shrigonda,No,No,20,5
IN-1066531,Pusadavlg,Yes,Yes*2,21,11
IN-1117102,Kesapuri,No,No,12,7
IN-1052477,CHATORIGBT_ODU,No,No,20,10
IN-1255009,SHINGAVE,No,No,15,7
IN-1052447,BHATKULI_ODU,No,Yes,15,6
IN-1052448,KHOLAPUR2_IDU,No,No,14,3
IN-1024141,DARYAPUR,No,Yes,14,10
IN-1251469,JD patil College Daryapur,No,No,24,6
IN-1024573,KURKHEDA,No,No,23,6
IN-1241212,Purada,No,No,15,2
IN-1100907,Wadvani,No,No,21,7
IN-1053545,NIWGHAGBT_IDU,No,No,22,16
IN-1053226,Penur2_Odu,No,No,12,4
IN-1024304,TAMSA,No,No,8,5
IN-1055379,AKHADARTT_ODU,Yes,No,14,2
IN-1092003,BABURDI GATE,No,No,17,13
IN-1071188,BHANGAON_ODU,No,No,14,6
IN-1066523,P0KHARAPUR_ODU,No,Yes,18,6
IN-1052886,PAPARI_IDU,No,No,22,8
IN-1052519,DEULGAONRAJA_ODU,No,Yes,26,18
IN-1054656,GAIKWADBLDG_ODU,No,No,24,7
IN-1053662,Goa Velha,No,Yes,36,16
IN-1250265,HIRADGAON,Yes,No,18,4
IN-1025381,WADKI,No,No,12,5
IN-1092230,NIMDALE,No,No,12,3
IN-1236475,PHOPHARE,No,No,15,2
IN-1113104,BHALSANE,No,No,16,5
IN-1241470,DIGAVE,No,No,13,4
IN-1052963,NSAKRISAKHA_ODU,No,No,20,5
IN-1092194,WAGHALE,No,No,16,6
IN-1118787,SHIVARIMAL -RPTR(DHANER),No,No,10,4
IN-1280080,HARDOLI_GON_INDS,No,No,13,5
IN-1250617,KHANDBARA_2,No,No,18,5
IN-1257981,KODHOLI,No,No,13,4
IN-1070092,ANTARAWALI TEMBHI,No,No,22,9
IN-1236449,SAHAPUR,No,Yes,16,8
IN-1052768,MENDHAPUR_ODU,No,No,12,4
IN-1052631,Kale_Odu,Yes,No,15,6
IN-1249854,Porle Borgaon,No,No,19,8
IN-1066344,Kognoli_Odu,No,No,15,6
IN-1053590,Sawlajgbt_Idu,No,Yes,17,9
IN-1093281,Mr.Sivaji Dharge Plot ,Yes,No,24,3
IN-1066698,YELIKELI_ODU,No,Yes,15,11
IN-1270266,Ghorad,No,No,21,3
IN-1313641,Anandgram Society,No,No,9,1
IN-1282030,Nathachiwadi,No,No,15,4
IN-1276187,Mohan Restorent dairy colony,No,Yes,15,4
IN-1282151,Bhadali,No,No,11,2
IN-1281156,Gunj Bk,No,No,16,3
IN-1052254,Hingangaonsgl_Odu,No,No,15,6
IN-1284910,Near HP College,Yes,No,16,3
IN-1053906,Newarigbt_Idu,No,Yes,25,12
IN-1053034,SUSTE_ODU,Yes,No,16,2
IN-1024092,Pirachi Kuroli,No,No,25,8
IN-1242133,"Majegav		",Yes,No,18,10
IN-1242092,Waghave,No,No,24,6
IN-1116203,NINGNUR GAHAGIR,No,No,16,4
IN-1132750,KARANJI,No,No,13,8
IN-1053504,Purgaon_Odm,No,No,14,2
IN-1070103,Takalsing,No,No,19,9
IN-1053560,PIMPALPISA_ODU,No,No,15,11
IN-1053507,Rantale_Odm,No,Yes,18,4
IN-1280074,KOTAVADE_INDS 2,No,No,16,5
IN-1275966,LBS Colleage,Yes,No,19,8
IN-1270423,Dharmabad(Balapur),Yes,No,16,7
IN-1053743,CHAMBRCHOLI_ODU,No,No,19,11
IN-1055380,AKKALKOTFATE,No,No,13,2
IN-1295056,Akkalkot main market,No,No,10,3
IN-1052889,PARGAON,Yes,No,12,4
IN-1249846,Ranjani,No,No,14,6
IN-1053036,Tadasar_Idu,No,No,15,8
IN-1052695,NKOREGAONGBT_ODU,No,No,16,8
IN-1117822,Poharadevi,No,No,22,11
IN-1116174,BRAMHANGAON,No,No,16,10
IN-1311684,        Datar Colony,No,No,16,4
IN-1137827,GOKUNDA,Yes,No,23,7
IN-1092096,reliance plant nhawara,Yes,No,11,3
IN-1078448,UNDIRKHEDE,No,No,17,11
IN-1298756,DOLLAS COMPLEX RELOCATION,No,No,16,4
IN-1077766,DHANBAD,No,No,13,2
IN-1266698,WAKIROAD JAMNER,No,No,19,6
IN-1251178,M M COLLEGE,No,No,19,3
IN-1239200,VARKHEDI BK,No,No,12,7
IN-1296889,Sangola,No,No,14,4
IN-1290627,Atpadi (New),No,No,19,5
IN-1052345,Ekondi_Idu,No,No,12,6
IN-1257193,WADIWARHE NASHIK-GHOTI HIGHWAY ,No,No,12,3
IN-1123791,KOCHARGAON,No,No,12,2
IN-1266316,BHANWAD,No,No,6,1
IN-1300680,Site926,No,No,12,4
IN-1112982,MANIKGARH CEMENT FACTORY,No,No,18,7
IN-1252923,MOHA,Yes,No,16,3
IN-1257986,Pathan,No,No,6,2
IN-1024505,MADHELI,No,No,20,5
IN-1024374,UMRED,No,No,23,9
IN-1053419,NLEVASACITY_IDU,No,No,26,11
IN-1024194,ANJANI BK - VODAFONE,No,No,9,6
IN-1066332,KHARSUNDI_ODU,No,No,19,9
IN-1024333,SAIL LOHARA,No,No,12,8
IN-1253022,Holi,No,Yes,13,1
IN-1310954,Jagruti Sugar Factory,No,No,12,4
IN-1249149,Saygaon,No,No,13,3
IN-1238503,Shiral Bus Stand,No,Yes,19,11
IN-1052459,Bilash_Odu,No,Yes,18,5
